id,name,code,parent_id/id,cpms,yqyt,pmjl,gllb
medical_device_category_12-01-06,临时起搏电极导线,12-01-06,__import__.medical_device_category_12-01,通常由电极导线和附件组成。,用于心房和心室的临时起搏。,临时心脏起搏电极导线,Ⅲ
medical_device_category_12-01-07,植入式心脏事件监测设备,12-01-07,__import__.medical_device_category_12-01,通常由监测仪植入体本身和体外附件（若使用）组成。,植入于人体内记录皮下心电图和心律失常事件。,植入式心脏事件监测器、植入式心电事件监测器,Ⅲ
medical_device_category_12-01-08,植入式封堵工具,12-01-08,__import__.medical_device_category_12-01,通常由硅橡胶材料制成。,用于电极导线终端未使用连接器或植入式脉冲发生器未使用端口的绝缘。,封堵塞、电极导线帽,Ⅲ
medical_device_category_12-01-09,植入式电极导线移除工具,12-01-09,__import__.medical_device_category_12-01,通常由拔除工具、清除工具、手术工具组成。,用于经静脉途径微创移除已植入患者体内的起搏器或除颤器电极导线。,电极导线拔除工具、电极导管锁紧系统,Ⅲ
medical_device_category_12-01-10,起搏系统分析设备,12-01-10,__import__.medical_device_category_12-01,通常由分析仪主机和患者电缆、电缆适配器、无菌延长线组成。,适合在起搏器和除颤器植入过程中用于对起搏电极系统进行分析。,起搏系统分析仪,Ⅱ
medical_device_category_12-01-11,心脏节律管理程控设备,12-01-11,__import__.medical_device_category_12-01,通常由显示单元、打印单元、程控单元、软件等组成。,用于询问、程控、显示数据或测试植入式心脏起搏器和植入式心律转复除颤器等心脏节律管理设备。,心脏节律管理设备程控仪、心脏节律管理设备患者程控仪、程控仪,Ⅱ
medical_device_category_12-01-12,连接器套筒,12-01-12,__import__.medical_device_category_12-01,通常由接触夹及连接器环形电极组成。,用于连接到电极导线连接器、或者断开连接。,四极连接器套筒,Ⅱ
medical_device_category_12-02-01,植入式神经刺激器,12-02-01,__import__.medical_device_category_12-02,通常由植入式脉冲发生器和附件组成。,通过将电脉冲施加在脑部或神经系统的特定部位来治疗帕金森病、控制癫痫、躯干和/或四肢的慢性顽固性疼痛或肠道控制以及排尿控制、肌张力障碍等疾病。,植入式脑深部神经刺激器、植入式脊髓神经刺激器、植入式骶神经刺激器、植入式迷走神经刺激器、植入式可充电脑深部神经刺激器、植入式可充电脊髓神经刺激器、植入式可充电骶神经刺激器、植入式可充电迷走神经刺激器,Ⅲ
medical_device_category_12-02-02,植入式神经刺激电极,12-02-02,__import__.medical_device_category_12-02,通常由电极导线和附件组成。,与植入式神经刺激器配合使用，用于治疗帕金森病、控制癫痫、躯干和/或四肢的慢性顽固性疼痛或肠道控制以及排尿控制、肌张力障碍等疾病。,植入式脑深部神经刺激电极、植入式脊髓神经刺激电极、植入式骶神经刺激电极、植入式迷走神经刺激电极、植入式脑深部神经刺激延伸导线、植入式脊髓神经刺激延伸导线、植入式骶神经刺激延伸导线、植入式迷走神经刺激延伸导线,Ⅲ
medical_device_category_12-02-03,测试刺激电极,12-02-03,__import__.medical_device_category_12-02,通常由电极和附件（若使用）组成。,与测试刺激器配合使用，用于临时刺激与测试。,测试神经刺激电极、测试刺激电极、神经刺激测试电极,Ⅲ
medical_device_category_12-02-04,神经调控充电设备,12-02-04,__import__.medical_device_category_12-02,通常由充电器、充电线圈、适配器等组成。,用于对特定的可充电植入式脉冲发生器的电池进行充电，以延长可充电植入式脉冲发生器的使用期限。,神经调控体外充电器、体外充电器,Ⅲ
medical_device_category_12-02-05,植入式电极导线适配工具,12-02-05,__import__.medical_device_category_12-02,通常由适配器、神经刺激器接口插头、转矩扳手组成。,用于连接植入式神经刺激器与适配的植入式延伸导线。,植入式电极导线适配器,Ⅲ
medical_device_category_12-02-06,植入式电极导线补件,12-02-06,__import__.medical_device_category_12-02,通常由固定锚、连接保护套、导引工具组成。,用于植入式神经刺激电极的修补或再定位。,神经刺激电极修补套件,Ⅲ
medical_device_category_12-02-07,测试刺激器,12-02-07,__import__.medical_device_category_12-02,通常由控制单元、输出单元、电源单元组成。,用于在电极导线放置或试验刺激效果期间评估神经刺激系统的功效。,测试神经刺激器、测试刺激器、体外神经刺激器,Ⅱ
medical_device_category_12-02-08,测试延伸导线,12-02-08,__import__.medical_device_category_12-02,通常由延伸导线和附件（若使用）组成。,与测试刺激器、配合使用，用于临时刺激和测试。,测试神经刺激延伸导线、神经刺激系统经皮延伸导线和电缆、多电极测试电缆,Ⅱ
medical_device_category_12-02-09,神经调控程控设备,12-02-09,__import__.medical_device_category_12-02,通常由程控单元、显示单元、软件等组成。,用于对植入式神经调控设备的询问、程控、显示数据和测试。,神经调控设备程控仪、神经调控设备患者程控仪、程控仪、患者程控仪,Ⅱ
medical_device_category_12-03-01,1 植入式位听觉设备,12-03-01,__import__.medical_device_category_12-03,通常由接收部分、刺激器主体和电极（若有）组成的植入体。,通过对耳蜗内或蜗后听觉传导通路特定部位进行电刺激，或对中耳以及骨传导进行振动来提高或恢复听觉感知。,人工耳蜗植入体、骨桥植入体、植入式振动声桥听力辅助系统、植入式骨桥听力辅助系统,Ⅲ
medical_device_category_12-03-01,2 植入式位听觉设备,12-03-01,__import__.medical_device_category_12-03,通常由固定装置和振动传导部分组成。,通过骨传导辅助恢复听觉感知。,植入式骨导助听器,Ⅲ
medical_device_category_12-03-02,体外声音处理器,12-03-02,__import__.medical_device_category_12-03,通常由言语处理器主机、控制器等组成的体外部分。,与植入式辅助听觉设备体配合使用，将声音转化为电刺激或振动，通过对耳蜗内或蜗后听觉传导通路特定部位进行电刺激，或对中耳以及骨传导进行振动来提高或恢复听觉感知。,人工耳蜗声音处理器、振动声桥系声音处理器、骨桥声音处理器、骨导声音处理器,Ⅱ
medical_device_category_12-03-03,辅助位听觉调控设备,12-03-03,__import__.medical_device_category_12-03,通常由主机，连接电缆等组成。,用于调试或测试辅助位听觉设备。,人工耳蜗调机设备、振动声桥调机设备、骨桥调机设备、人工耳蜗检测设备,Ⅱ
medical_device_category_12-04-01,1 植入式心脏收缩力调节设备,12-04-01,__import__.medical_device_category_12-04,通常由植入式脉冲发生器和扭矩扳手组成，通过电极将电脉冲施加在患者心脏的特定部位。,用于心肌收缩力的调节增强。,植入式心脏收缩力调节器,Ⅲ
medical_device_category_12-04-01,2 植入式心脏收缩力调节设备,12-04-01,__import__.medical_device_category_12-04,通常由充电器、充电线圈、适配器等组成。,用于对特定的植入式心脏收缩力调节设备电池进行充电，以延长其使用期限。,心脏收缩力调节设备充电器,Ⅲ
medical_device_category_12-04-01,3 植入式心脏收缩力调节设备,12-04-01,__import__.medical_device_category_12-04,通常由显示单元、程控单元、软件等组成。,用于询问、程控、显示数据或测试植入式心脏收缩力调节设备。,心脏收缩力调节设备程控仪,Ⅱ
medical_device_category_12-04-02,植入式循环辅助设备,12-04-02,__import__.medical_device_category_12-04,通常由植入式泵体、电源部分、血管连接和控制器组成。,用于心室循环功能的辅助，代替心脏实现泵血。,植入式左心室辅助装置、植入式右心室辅助装置,Ⅲ
medical_device_category_12-04-03,植入式药物输注设备,12-04-03,__import__.medical_device_category_12-04,通常由输注泵植入体、鞘内导管、附件等组成。,用于长期输入药物或液体。,植入式药物泵,Ⅲ
medical_device_category_13-01-01,单/多部件金属骨固定器械及附件,13-01-01,__import__.medical_device_category_13-01,通常由一个或多个金属部件（如板、钉板、刃板）及金属紧固装置（如螺钉、钉、螺栓、螺母、垫圈）组成。一般采用纯钛及钛合金、不锈钢、钴铬钼等材料制成。其中金属部件通过紧固装置固定就位。,用于固定骨折之处，也可用于关节的融合及涉及截骨的外科手术等。可植入人体，也可穿过皮肤对骨骼系统施加拉力（牵引力）。,金属锁定接骨板、金属非锁定接骨板、金属锁定接骨螺钉、金属非锁定接骨螺钉、金属股骨颈固定钉、金属接骨板钉系统、金属U型钉、金属胸骨板,Ⅲ
medical_device_category_13-01-02,单/多部件可吸收骨固定器械,13-01-02,__import__.medical_device_category_13-01,一般采用聚乳酸或其共聚物、复合材料等制成。,用于非承重部位的骨折内固定术、截骨术、关节融合术中骨折部位的固定。,可吸收接骨螺钉、可吸收接骨板、可吸收接骨棒、可吸收板钉系统,Ⅲ
medical_device_category_13-01-03,单/多部件记忆合金骨固定器械,13-01-03,__import__.medical_device_category_13-01,一般采用镍钛记忆合金材料制成，具有特定的形状。,利用形状记忆功能，用于骨折部位的固定。,记忆合金聚髌器、记忆合金肋骨板、胸骨固定器、记忆合金环抱器、张力钩、接骨器、聚髌器,Ⅲ
medical_device_category_13-01-04,金属髓内装置,13-01-04,__import__.medical_device_category_13-01,通常由主钉和/或附件组成，主钉通常为管状、棒状或针状。主钉和附件一般采用钛合金和不锈钢等材料制成。,用于骨折内固定，植入骨髓腔内由螺钉等连接固定。,金属髓内钉、金属带锁髓内钉、金属髓内针、金属髓内钉系统、金属带锁髓内钉系统,Ⅲ
medical_device_category_13-01-05,金属固定环扎装置,13-01-05,__import__.medical_device_category_13-01,通常由金属带、金属扁平条或单股或多股金属丝组成，还可包含其他附件。一般采用纯钛及钛合金、不锈钢、钴铬钼等材料制成。,通过丝或螺钉锚定在骨上，用于骨固定或骨接合。,金属缆线/缆索、柔性金属丝、金属缆线/缆索系统,Ⅲ
medical_device_category_13-01-06,光面或带螺纹的金属骨固定紧固件,13-01-06,__import__.medical_device_category_13-01,通常由一段刚性丝或棒组成。一般采用钛合金、钴铬钼或不锈钢等材料制成。可以是直型或U型，端部可以是锋利（钝）且可能有加工成型的带槽的头。,用于骨折固定、骨重建，作为插入其他植入物的导针，也可穿过皮肤植入人体对骨骼系统施加拉力（牵引力）。,金属骨针,Ⅲ
medical_device_category_13-02-01,运动损伤软组织修复重建植入物,13-02-01,__import__.medical_device_category_13-02,通常为钩状、钉状、门型、板状植入物，或与可植入缝线共同使用。一般采用金属、高分子、复合材料等制成，附着在固定装置上的缝线分为可吸收，部分可吸收和不可吸收三大类。,用于肩、足、踝、髋、膝、手、腕、肘、半月板、交叉韧带等部位的软组织重建和修复。,带线锚钉、界面螺钉（干预螺钉）、门型钉、半月板缝合钉、带线固定板、增材制造带线锚钉,Ⅲ
medical_device_category_13-02-02,运动损伤软组织置换植入物,13-02-02,__import__.medical_device_category_13-02,一般采用高分子材料或同种异体组织制成。用于全部或部分地置换损伤组织。,用于补偿天然组织的损伤。,人工韧带、人工半月板、人工髌腱,Ⅲ
medical_device_category_13-03-01,脊柱椎板间固定系统,13-03-01,__import__.medical_device_category_13-03,通常由多种钩、连接杆、植入板、螺钉、螺塞、垫片、连接器等部件组成。一般采用不锈钢、纯钛、钛合金等材料制成。通常贯穿3块相邻的椎骨，拉直并固定脊柱使椎骨能够与植入物连接并融合在一起。,用于治疗脊柱侧凸，也可用于治疗脊柱的骨折和脱位、重度腰椎滑脱（3、4级）以及下背部综合征，或脊柱椎管扩大减压术后的椎板成形等。,颈椎后路非椎弓根固定系统、胸腰椎后路非椎弓根脊柱固定系统、枕颈系统、椎板固定板系统,Ⅲ
medical_device_category_13-03-02,脊柱椎体间固定/置换系统,13-03-02,__import__.medical_device_category_13-03,通常由多种骨板和连接螺钉等组成。一般采用纯钛、钛合金等材料制成，特殊产品也可采用聚乳酸或其共聚物等材料制成。,金属植入物用于治疗脊柱侧凸，也可用于脊柱前路椎体固定，或用于椎体置换等。可吸收植入物用于与传统坚强内固定器械配合使用，在脊柱椎体切除融合术中辅助植骨。,颈椎前路固定系统、胸腰椎前路固定系统、可吸收颈椎前路钉板系统、椎体置换系统,Ⅲ
medical_device_category_13-03-03,脊柱椎弓根系统,13-03-03,__import__.medical_device_category_13-03,通常由螺栓、钩、螺钉、连接装置、连接棒、连接杆、横向连接器等多个组件组成。一般采用钛合金、纯钛、钴铬钼、聚醚醚酮等材料制成。可用于固定脊柱节段。,用于治疗胸腰椎、骶骨脊柱畸形脊柱滑脱，退行性腰椎滑脱，椎骨骨折、脱位，脊柱侧凸，脊柱后凸，脊柱肿瘤，融合失败等。,颈椎椎弓根系统、胸腰椎椎弓根系统,Ⅲ
medical_device_category_13-03-04,椎间融合器,13-03-04,__import__.medical_device_category_13-03,通常由单个或多个部件组成。一般采用金属、高分子或复合材料制成。可植入颈椎或腰骶的椎体间隙中或用于胸腰椎椎体置换及恢复椎体病变受损而丢失的高度。,用于患有椎间盘退行性疾病、椎体滑脱、椎体不稳等病症的骨骼成熟患者，在一个或两个相邻椎体节段上进行融合。,颈椎椎间融合器、胸腰椎椎间融合器、增材制造椎间融合器、增材制造胸腰椎融合体,Ⅲ
medical_device_category_13-03-05,椎间盘假体,13-03-05,__import__.medical_device_category_13-03,通常由上、下终板和髓核组成。终板一般采用钴基合金、钛合金等材料制成，两面可带有涂层；髓核一般采用超高分子量聚乙烯、陶瓷等材料制成。可植入椎体间置换人体椎间盘。,用于椎间盘置换术，以恢复椎体相邻节段间的支撑和相对运动。,颈椎椎间盘假体、胸腰椎椎间盘假体,Ⅲ
medical_device_category_13-03-06,棘突植入物,13-03-06,__import__.medical_device_category_13-03,通常由单个或多个部件组成。一般采用钛合金等材料制成。该产品可用于在腰椎棘突间施加一定的撑开力，限制腰椎过度后伸。,用于维持腰椎活动节段棘突间的稳定。,棘突间植入物,Ⅲ
medical_device_category_13-04-01,髋关节假体,13-04-01,__import__.medical_device_category_13-04,通常由髋臼部件和股骨部件组成。一般采用钛合金、钴铬钼、不锈钢、超高分子量聚乙烯、陶瓷等材料制成。根据人体髋关节的形态、构造及功能设计，替换髋关节的一个或两个关节面，通过关节面的几何形状来限制其在一个或多个平面内的平移和旋转。,用于外科手术植入人体，代替患病髋关节，达到缓解髋关节疼痛，恢复髋关节功能的目的。,髋关节假体系统、髋关节假体、髋臼假体、髋关节股骨假体、增材制造锁定髋臼系统,Ⅲ
medical_device_category_13-04-02,膝关节假体,13-04-02,__import__.medical_device_category_13-04,通常由股骨部件、胫骨部件和髌骨部件组成。一般采用钛合金、钴铬钼、超高分子量聚乙烯等材料制成。根据人体膝关节的形态、构造及功能设计，替代膝关节的一个、两个或三个间室的关节面。,用于外科手术植入人体，代替患病膝关节，达到缓解膝关节疼痛，恢复膝关节功能的目的。,膝关节假体系统、膝关节假体、膝关节股胫假体、膝关节髌股假体、膝关节髌股胫假体、膝关节股骨假体、膝关节髌骨假体、膝关节胫骨假体、单髁膝关节假体、增材制造胫骨假体,Ⅲ
medical_device_category_13-04-03,肩关节假体,13-04-03,__import__.medical_device_category_13-04,通常由肱骨部件和关节窝部件组成。一般采用钛合金、钴铬钼、超高分子量聚乙烯等材料制成。根据人体肩关节的形态、构造及功能设计，替代肩关节的关节面。,用于外科手术植入人体，代替患病肩关节，达到缓解肩关节疼痛，恢复肩关节功能的目的。,肩关节假体系统、肩关节假体、肩关节肩盂假体、肩关节肱骨假体,Ⅲ
medical_device_category_13-04-04,肘关节假体,13-04-04,__import__.medical_device_category_13-04,通常由肱骨部件和桡骨部件组成。一般采用钛合金、钴铬钼、超高分子量聚乙烯等材料制成。根据人体肘关节的形态、构造及功能设计，替代肘关节的关节面。,用于外科手术植入人体，代替患病肘关节，达到缓解肘关节疼痛，恢复肘关节功能的目的。,肘关节假体系统、肘关节假体、肘关节径向假体、肘关节肱骨假体,Ⅲ
medical_device_category_13-04-05,指关节假体,13-04-05,__import__.medical_device_category_13-04,通常由单个或多个部件组成。一般采用钛合金、钴铬钼、超高分子量聚乙烯、硅弹性体、聚丙烯、聚酯等材料制成。根据人体指关节的形态、构造及功能设计，用于替代掌指关节或近端指间关节。,用于外科手术植入人体，代替患病指关节，达到缓解指关节疼痛，恢复指关节功能的目的。,指关节假体系统,Ⅲ
medical_device_category_13-04-06,腕关节假体,13-04-06,__import__.medical_device_category_13-04,通常由单个或多个部件组成。一般采用钛合金、钴铬钼、硅弹性体、超高分子量聚乙烯等材料制成。根据人体腕关节的形态、构造及功能设计，替代腕关节的关节面。,用于外科手术植入人体，代替患病腕关节，达到缓解腕关节疼痛，恢复腕关节功能的目的。,腕关节假体系统,Ⅲ
medical_device_category_13-04-07,踝关节假体,13-04-07,__import__.medical_device_category_13-04,通常由单个或多个部件组成。一般采用钛合金、钴铬钼、碳纤维和超高分子量聚乙烯等材料制成。根据人体踝关节的形态、构造及功能设计，替代踝关节的关节面。,用于外科手术植入人体，代替患病踝关节，达到缓解踝关节疼痛，恢复踝关节功能的目的。,踝关节假体系统,Ⅲ
medical_device_category_13-04-08,颞下颌关节假体,13-04-08,__import__.medical_device_category_13-04,通常由单个或多个部件组成。一般采用钛合金、等材料制成。根据颞下颌关节的形态、构造及功能设计，替代颞下颌关节的关节面。,用于外科手术植入人体，代替患病颞下颌关节，达到缓解颞下颌疼痛，恢复颞下颌关节功能的目的。,颞下颌关节假体系统,Ⅲ
medical_device_category_13-05-01,1 丙烯酸树脂骨水泥,13-05-01,__import__.medical_device_category_13-05,通常由粉体和液体组成。一般采用甲基丙烯酸甲酯、聚甲基丙烯酸甲酯、丙烯酸酯或聚甲基丙烯酸甲酯和聚苯乙烯共聚物等材料制成。粉体和液体一般经混合搅拌后使用。,用于关节成形术、脊柱或创伤手术中金属或高分子植入物与活体骨的固定。也可用于椎体的填充；固定椎体的骨缺损或与内固定产品一同用于上肢、下肢或骨盆的骨质疏松性骨折治疗。,丙烯酸树脂骨水泥,Ⅲ
medical_device_category_13-05-01,2 丙烯酸树脂骨水泥,13-05-01,__import__.medical_device_category_13-05,通常由粉体和液体组成。一般采用甲基丙烯酸甲酯、聚甲基丙烯酸甲酯、丙烯酸酯或聚甲基丙烯酸甲酯和聚苯乙烯共聚物等材料制成，含有药物成分。粉体和液体一般经混合搅拌后使用。,用于关节成形术、脊柱或创伤手术中金属或高分子植入物与活体骨的固定。也可用于椎体的填充；固定椎体的骨缺损或与内固定产品一同用于上肢、下肢或骨盆的骨质疏松性骨折治疗。其中所含药物成分为复合在骨水泥中增加抗菌功能用于辅助预防感染。,含药丙烯酸树脂骨水泥,Ⅲ
medical_device_category_13-05-02,钙盐类骨填充植入物,13-05-02,__import__.medical_device_category_13-05,通常由颗粒或非颗粒状产品组成。一般采用羟基磷灰石、磷酸钙、硫酸钙、生物玻璃或由以上物质组合制成，也可含有胶原蛋白[不含重组人骨形态发生蛋白质-2（rhBMP-2）]等材料。,用于填充四肢、脊柱、骨盆等部位由于创伤或手术造成的、不影响骨结构稳定性的骨缺损。,人工骨、骨修复材料、羟基磷灰石生物陶瓷、磷酸钙生物陶瓷、β-磷酸三钙人工骨、硫酸钙人工骨、胶原基骨修复材料、钙磷盐骨水泥、生物玻璃骨填充材料,Ⅲ
medical_device_category_13-05-03,同种异体骨修复材料,13-05-03,__import__.medical_device_category_13-05,通常由同种异体骨经过加工制备而成。不含活细胞成分。,用于骨缺损、骨不连、骨延迟愈合或不愈合的填充修复，以及脊柱融合、关节融合及矫形植骨修复。,同种异体骨修复材料,Ⅲ
medical_device_category_13-05-04,金属填充物,13-05-04,__import__.medical_device_category_13-05,一般采用钽金属、钛或钛合金等材料制成，具有多孔结构或粗糙表面。根据使用部位的不同，具有特定形状。,用于重建由于严重退化、创伤或其它病理改变造成的髋关节、膝关节骨缺损；或用于翻修、补救既往关节重建术和植入物失效时的骨缺损；或用于治疗未发生股骨头塌陷的股骨头坏死。,填充块、股骨头坏死重建棒,Ⅲ
medical_device_category_13-06-01,单/多部件预制颅骨成形术板及紧固件,13-06-01,__import__.medical_device_category_13-06,通常由板及紧固件组成。一般采用纯钛、钛合金、钴铬合金等金属材料以及可吸收或不可吸收高分子材料制成。其中板通过紧固装置（如螺钉、金属丝或其它组件）固定就位。,用于修补、覆盖、填充或固定颅骨缺损或孔洞。,预制颅骨板系统、可塑形预制颅骨板系统、钛网、钛网板系统,Ⅲ
medical_device_category_13-06-02,颅骨夹/锁,13-06-02,__import__.medical_device_category_13-06,通常由单个或多个部件组成。一般采用钛合金等金属材料以及可吸收或不可吸收高分子材料制成。,用于开颅手术后颅骨瓣的固定。,颅骨夹、颅骨锁,Ⅲ
medical_device_category_13-06-03,单/多部件颅颌面固定器械及附件,13-06-03,__import__.medical_device_category_13-06,通常由一个或多个部件及紧固件组成。一般采用纯钛、钛合金等金属材料以及可吸收或不可吸收高分子材料制成。其中板通过紧固装置（如螺钉或其它组件）固定就位。,用于神经外科和颌面外科手术中骨折的固定。,颅颌面内固定系统、颅颌面板钉系统,Ⅲ
medical_device_category_13-06-04,硬脑（脊）膜补片,13-06-04,__import__.medical_device_category_13-06,一般采用高分子材料或天然生物材料等制成。,用于神经外科硬脑（脊）膜的修补或替代。,硬脑膜补片、神经外科补片,Ⅲ
medical_device_category_13-06-05,动脉瘤夹,13-06-05,__import__.medical_device_category_13-06,通常由单个部件组成。一般采用钛合金等金属材料制成。用于使颅内动脉瘤颈或囊闭塞的装置。,用于颅内动脉瘤瘤颈或瘤体的永久性闭塞治疗。,动脉瘤夹、脑动脉瘤夹,Ⅲ
medical_device_category_13-06-06,1 颅内支架系统,13-06-06,__import__.medical_device_category_13-06,通常由支架和/或输送系统组成。支架一般采用金属材料制成，可覆高分子材料制成的膜。经腔内放置的植入物，扩张后通过提供一个机械性的支撑，以维持或恢复颅内血管的通畅性，或辅助弹簧圈治疗出血性病变。,用于治疗颅内、颅底动脉血管狭窄或辅助弹簧圈治疗颅内动脉瘤等其他出血性病变。,颅内支架,Ⅲ
medical_device_category_13-06-06,2 颅内支架系统,13-06-06,__import__.medical_device_category_13-06,通常由支架和/或输送系统组成。支架一般采用金属材料制成，支架表面涂覆药物涂层。经腔内放置的植入物，扩张后通过提供一个机械性的支撑，以维持或恢复颅内血管的通畅性。,用于颅内动脉、椎动脉等血管狭窄的扩张。,颅内药物洗脱支架系统,Ⅲ
medical_device_category_13-06-07,颅内栓塞器械,13-06-07,__import__.medical_device_category_13-06,栓塞异常血管并促进肿瘤缺血、坏死的颗粒或液体。,用于脑血管畸形的血管内或颅内动脉瘤的栓塞治疗。,液体栓塞剂,Ⅲ
medical_device_category_13-06-08,颅内弹簧圈系统,13-06-08,__import__.medical_device_category_13-06,通常由弹簧圈和输送导丝组成。弹簧圈的绕丝一般采用铂钨、铂铱合金等金属材料制成，芯丝一般采用聚丙烯等高分子材料制成，部分弹簧圈表面可能含有聚酯纤维等高分子材料的纤毛。弹簧圈植入颅内可阻断异常血流。,用于在神经颅内手术中治疗颅内动脉瘤及其他神经血管异常的栓塞。,颅内弹簧圈、机械解脱颅内弹簧圈 、自膨式动脉瘤瘤内栓塞系统,Ⅲ
medical_device_category_13-06-09,人工颅骨,13-06-09,__import__.medical_device_category_13-06,一般采用硅橡胶与涤纶网膜材料复合而成，也可采用聚醚醚酮、钛合金等材料制成。,用于缺损颅骨的替代或重建。,硅橡胶人工颅骨、人工颅骨,Ⅲ
medical_device_category_13-06-10,脑积水分流器及组件,13-06-10,__import__.medical_device_category_13-06,通常为单件式、多件式装置，或几个装置的组合。,用于手术植入到脑积水患者或其他脑脊髓液循环紊乱者体内，将脑脊液从中枢神经系统的液腔中引到身体的另一个部位或外部收集装置（外分液器），以降低升高的颅内压（ICP）或减少脑脊髓液体积。,脑积水分流器、脑脊液分流管,Ⅲ
medical_device_category_13-06-11,颅内动脉瘤血流导向装置,13-06-11,__import__.medical_device_category_13-06,通常由编织植入物和输送系统组成。编织植入物一般选用钴铬合金和铂钨合金材料制成，输送导丝一般为不锈钢材料制成。由多股金属丝编织而成的植入物采用密网设计可以限制血流继续进入动脉瘤体，从而使动脉瘤内血流停滞，直至瘤体逐渐缩小。,用于血管腔内治疗成人颈内动脉岩段至垂体上动脉开口处近端的大或巨大宽颈动脉瘤。,颅内动脉瘤血流导向装置,Ⅲ
medical_device_category_13-07-01,血管内假体,13-07-01,__import__.medical_device_category_13-07,通常由假体和/或输送系统组成。假体通常由移植物（覆膜）和支撑结构组成，移植物一般采用高分子材料制成。支撑结构一般采用金属材料制成，支撑结构通过缝合或嵌入的方式固定在移植物上。血管内假体一端可设计为锚定结构，以增强假体的固定能力。通过将血管内假体部分或全部置于血管管腔内，对患者的自体血管或人工血管进行修复、替换或者建立旁路血管通道。,用于治疗动脉瘤、动脉夹层等血管病变。,胸主动脉覆膜支架、腹主动脉覆膜支架、术中支架、腹主动脉覆膜支架系统、分支型主动脉覆膜支架系统,Ⅲ
medical_device_category_13-07-02,1 血管支架,13-07-02,__import__.medical_device_category_13-07,通常由支架和/或输送系统组成。支架一般采用金属或高分子材料制成，其结构一般呈网架状。经腔内放置的植入物扩张后通过提供机械性的支撑，以维持或恢复血管管腔的完整性，保持血管管腔通畅。支架可含或不含表面改性物质（不含药物），如涂层。为了某些特殊用途，支架可能有覆膜结构。,用于治疗动脉粥样硬化、以及各种狭窄性、阻塞性或闭塞性等血管病变。,冠状动脉支架、外周动脉支架、肝内门体静脉支架、球囊扩张血管内覆膜支架系统、生物可吸收冠状动脉支架系统,Ⅲ
medical_device_category_13-07-02,2 血管支架,13-07-02,__import__.medical_device_category_13-07,通常由支架和/或输送系统组成。支架一般采用金属或高分子材料制成，其结构一般呈网架状。经腔内放置的植入物扩张后通过提供机械性的支撑，以维持或恢复血管管腔的完整性，保持血管管腔通畅。支架可含或不含表面改性物质，如涂层。为了某些特殊用途，支架可能有覆膜结构。含有药物成分。,用于治疗动脉粥样硬化、以及各种狭窄性、阻塞性或闭塞性等血管病变。,药物洗脱冠状动脉支架、药物洗脱外周动脉支架、生物可吸收冠状动脉药物洗脱支架系统,Ⅲ
medical_device_category_13-07-03,腔静脉滤器,13-07-03,__import__.medical_device_category_13-07,通常由腔静脉滤器和/或输送系统组成。腔静脉滤器一般采用金属材料制成。经腔放置的植入物扩张后通过机械过滤的方式来预防肺栓塞。,用于机械过滤下腔静脉来预防肺栓塞。,永久腔静脉滤器、可回收腔静脉滤器、可转换回收腔静脉滤器,Ⅲ
medical_device_category_13-07-04,人工血管,13-07-04,__import__.medical_device_category_13-07,一般采用完全或部分的生物材料、合成编织型材料、合成非编织型材料制成。,用于置换血管、在血管间旁路移植或形成分流。,人工血管,Ⅲ
medical_device_category_13-07-05,心血管补片,13-07-05,__import__.medical_device_category_13-07,一般采用膨体聚四氟乙烯等高分子材料和/或生物组织材料制成。,用于修复自体心血管、心室/房间隔缺损、瓣叶裂隙穿孔等。,心血管补片、心包膜,Ⅲ
medical_device_category_13-07-06,人工心脏瓣膜及瓣膜修复器械,13-07-06,__import__.medical_device_category_13-07,一般采用高分子材料、动物组织、金属材料制成，可含或不含表面改性物质。,用于替代或修复天然心脏瓣膜（如主动脉瓣、二尖瓣、肺动脉瓣及三尖瓣）。,外科生物心脏瓣膜、外科机械心脏瓣膜、经导管植入式心脏瓣膜、心脏瓣膜成形环、经导管心脏瓣膜修复器械系统、经导管植入式心脏瓣膜系统,Ⅲ
medical_device_category_13-07-07,心脏封堵器,13-07-07,__import__.medical_device_category_13-07,通常由封堵器和/或输送系统组成。封堵器的网状或伞状结构一般采用金属材料制成，其余部分一般采用高分子材料制成，放置于心脏缺损、异常通路或特殊开口等处，并封堵该位置，达到阻止异常血流流通的目的。,用于治疗先天性心房间隔缺损、心室间隔缺损和动脉导管未闭、卵圆孔未闭等疾病。,房间隔缺损封堵器、室间隔缺损封堵器、动脉导管未闭封堵器、左心耳封堵器、左心耳封堵器系统,Ⅲ
medical_device_category_13-07-08,心血管栓塞器械,13-07-08,__import__.medical_device_category_13-07,通常由植入物和/或输送/注射装置组成。,用于控制动脉瘤、某些肿瘤动静脉畸形引起的血管出血或用于外周血管系统的动脉和静脉栓塞。,心血管栓塞剂、血管塞、血管弹簧圈、聚乙烯醇泡沫栓塞微粒,Ⅲ
medical_device_category_13-07-09,心耳夹,13-07-09,__import__.medical_device_category_13-07,通常由心耳夹和输送系统组成。心耳夹通常由弹性环、内套管、夹臂管、PTFE热缩管、涤纶外套管和缝合线组成。输送系统通常由心耳夹固定架、连杆、控制线、手柄和推杆组成。,用于通过合并同期心脏外科开胸手术或微创手术，对房颤患者的左心耳进行夹闭。,左心耳夹闭系统,Ⅲ
